system:index,B11,B2,B3,B4,B8,NDMI,NDVI,NDWI,Texture,class,elevation_normalized,random,.geo
2_87_0,1524.0,466.0,587.0,535.0,2368.0,-0.9993782,-0.05316024,0.107184134,0.03790953505260447,0,0.058774605,0.2388294515586311,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.42138884614184,43.37124582222518]}"
2_89_0,44.0,238.0,228.0,188.0,100.0,-0.9996047,0.14924182,0.06188924,0.022503849285759908,0,0.052120876,0.6803856763761597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.2572666437332,43.255632645159]}"
2_90_0,78.0,443.5,594.5,259.5,96.0,-0.99955446,0.20734906,0.09730981,0.019374456273709293,0,0.052120876,0.3645550221169439,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.22681375560154,42.98155665197413]}"
2_91_0,68.5,406.0,484.0,190.5,97.5,-0.99951476,0.17560321,0.07757038,0.022152808122087524,0,0.052120876,0.27730595101695854,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.22519678809013,42.95945809598479]}"
2_92_0,1468.0,396.0,612.0,554.0,2345.0,-0.9994175,0.038968038,0.03951778,0.0212635334195626,0,0.05766565,0.7334954162741598,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.26804642714264,42.20891567610293]}"
2_95_0,90.0,235.5,218.5,151.0,150.0,-0.99959815,0.16306047,0.07487581,0.016979192318516488,0,0.08400333,0.022089170498143185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.02432891627916,41.69067758869438]}"
2_96_0,85.0,159.5,178.5,117.0,126.5,-0.99965835,0.163632,0.06864952,0.017341164316896647,0,0.085944,0.3243046845526454,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.97770635303335,41.81329762497669]}"
2_97_0,71.5,260.0,415.5,232.0,98.5,-0.9995629,0.13397735,0.07629217,0.01553572003948125,0,0.0637649,0.7568282017520945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.47663523611519,41.41471513341286]}"
2_98_0,63.0,331.0,441.0,274.0,136.0,-0.9995456,0.11354002,0.07399976,0.019118467502946084,0,0.063487664,0.2341352072344105,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.58200761894241,41.230919826282005]}"
2_99_0,215.5,446.0,605.0,372.0,204.0,-0.99949133,0.078531034,0.104631625,0.03251086304742074,0,0.065151095,0.3969506521910259,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.42058036238613,41.212863689071206]}"
2_100_0,54.0,168.0,148.0,84.0,57.0,-0.9996542,0.17647058,0.07010015,0.017558454753998587,0,0.07041863,0.42058118727117966,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.74720779969199,41.624112426141124]}"
2_101_0,1364.5,497.0,1014.0,589.5,3154.5,-0.99938375,0.1487982,-0.01431701,0.02094643567177286,0,0.052398115,0.46510959169351473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.72915166248119,41.80548228200485]}"
2_102_0,52.5,166.0,168.5,97.0,51.5,-0.9996406,0.16904454,0.059478264,0.01647289015004859,0,0.06736901,0.2099968230988042,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.5467038282765,41.716818563462255]}"
2_103_0,1672.0,711.0,938.0,842.0,2009.0,-0.9994471,0.0,0.08752611,0.010992398347202975,0,0.05101192,0.07983272827398502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.01928920212438,41.44139509735121]}"
2_104_0,58.0,419.0,636.5,574.0,247.5,-0.9994187,0.07698102,0.04886965,0.011637487329229632,0,0.05128916,0.5457806778455391,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.80719696354376,41.46187668582914]}"
2_105_0,136.0,484.0,649.0,607.0,508.0,-0.9994917,0.11902406,0.06860595,0.033266362917563325,0,0.05128916,0.1616312600673484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.54982963464352,41.39962343663965]}"
2_106_0,97.0,416.5,600.0,401.5,161.0,-0.9994921,0.11103812,0.072120205,0.02058712067667018,0,0.05128916,0.2826475759803778,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.8330684437264,41.53841314803612]}"
2_108_0,1978.5,466.0,553.0,746.5,1541.0,-0.99944985,0.005471951,0.029062059,0.011683224664527807,0,0.0515664,0.6646106425814585,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.51263938188097,41.97014347358396]}"
2_110_0,120.0,763.0,966.0,506.0,177.0,-0.9994368,0.1809547,0.119865075,0.023430470753350266,0,0.052120876,0.28019417344495456,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.99170634862006,43.209818565668904]}"
2_112_0,60.0,146.5,133.5,93.0,36.0,-0.9996105,0.14732409,0.04248564,0.020949745246297037,0,0.05101192,0.06267495263906964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.23382061481767,44.483719470078796]}"
2_113_0,50.0,214.0,280.0,131.0,55.0,-0.9996037,0.14318134,0.075748235,0.005006960110530812,0,0.052675355,0.1098600542903162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.18099967611145,44.56106441604148]}"
2_114_0,2740.0,1004.5,1165.0,1339.0,2888.5,-0.99933416,-0.06268454,0.052016735,0.023658188452670998,0,0.054616023,0.14429964261931572,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.24783433324994,44.67047921764724]}"
2_115_0,77.0,276.0,339.0,229.0,146.5,-0.9996302,0.14877984,0.08010288,0.02035594151853318,0,0.052120876,0.285061763527637,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.3591218741068,44.468627773305585]}"
2_116_0,49.0,329.0,437.0,257.0,69.0,-0.9995685,0.14499705,0.07690853,0.01366530933017947,0,0.053784307,0.5103808227799617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.33378938309463,44.51390286362521]}"
2_117_0,54.0,571.0,596.0,174.0,67.0,-0.9995509,0.24533597,0.13319586,0.026725884875816206,0,0.052120876,0.7254959086493529,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.31142133252006,44.580737520763705]}"
2_120_0,134.0,850.0,1136.0,658.0,221.0,-0.9994158,0.13022484,0.12109834,0.036473024240134634,0,0.052120876,0.7668286834766461,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.61174642912862,44.125830660885576]}"
2_121_0,65.5,276.5,352.0,235.5,106.0,-0.99959314,0.123730905,0.070160754,0.02851740928283582,0,0.06626005,0.1891935162321151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.51185834381637,44.07543517344647]}"
2_122_0,2424.0,381.0,609.0,634.0,2238.0,-0.9993839,-0.040234584,-8.072856E-4,0.010642883580759514,0,0.06903244,0.7218949376275317,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.614266286206,44.52953354956889]}"
2_123_0,43.5,372.0,676.5,360.0,116.5,-0.99941367,0.10025399,0.07019675,0.010840441924181987,0,0.07457721,0.013210948138763223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.4970361416284,42.59887434093921]}"
2_124_0,63.0,313.0,395.0,332.5,204.5,-0.9994812,0.066900864,0.045105983,0.015146072179827342,0,0.06598281,0.5450554485375515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.16367133969165,42.45361675949709]}"
2_125_0,101.0,233.0,390.0,247.0,454.0,-0.99953896,0.095665194,0.035014745,0.015989399325955934,0,0.068755195,0.3996446164572869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.91071032996544,42.89801333055102]}"
2_128_0,170.0,212.0,283.0,211.0,152.0,-0.99960977,0.15865193,0.06815263,0.021317625252537827,0,0.09869698,0.5416000093280636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.73677819383249,44.30073264670365]}"
2_131_0,1328.0,224.0,354.0,304.0,1876.0,-0.99954784,0.12648751,0.05829254,0.012514858585617527,0,0.023842528,0.3652264749818377,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.70706682933739,35.847765486195776]}"
2_132_0,231.5,516.5,722.5,634.5,599.5,-0.99925345,-0.08258768,0.050053243,0.017273122228820985,0,0.021070141,0.6785274730450801,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.45168036834407,35.599021984023075]}"
2_134_0,1919.0,242.0,439.0,290.0,3299.0,-0.9994897,0.03554148,0.02696771,0.023112061907942148,0,0.0257832,0.3690227520724362,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.69763451885414,36.2350292051797]}"
2_135_0,82.0,457.0,744.0,753.0,269.0,-0.9994269,0.063092425,0.05948637,0.007803388521413364,0,0.023842528,0.786522978277735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.59792152231688,36.184633717740596]}"
2_136_0,60.388888888888886,247.0,391.0,284.0,88.25,-0.99954957,0.1003703,0.04708859,0.010434573930892916,0,0.033268645,0.13558365316438004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.07446863197858,36.37597487325805]}"
2_137_0,74.0,373.0,543.0,507.0,229.0,-0.9994101,0.04921834,0.018475985,0.009964713831606398,0,0.018020516,0.5512543581978537,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.92411809910809,31.878918729427316]}"
2_139_0,393.5,234.0,274.5,245.0,384.0,-0.99956256,0.0943394,0.04116313,0.007565311210665161,0,0.01912947,0.4685825315740735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.10629643872751,32.70977053570946]}"
2_141_0,1338.5,359.0,560.5,461.0,2058.5,-0.99938256,0.10890512,0.022707684,0.017419277332472127,0,0.057111174,0.48201545346838004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.16853596507144,43.04111495531126]}"
2_142_0,1201.5,378.0,661.0,467.5,1775.0,-0.9994255,0.021908147,0.11735239,0.010487965532638054,0,0.055170503,0.3134826419429547,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.16557152463385,43.360735533400984]}"
2_143_0,1114.0,365.0,597.0,440.0,2224.0,-0.99942124,0.079467736,0.069465965,0.006562306748876617,0,0.056279458,0.35973448390834295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.26609300492683,43.65879654467184]}"
2_144_0,67.0,259.0,265.0,201.5,162.5,-0.99959886,0.075310804,0.06411648,0.014018591974160466,0,0.057111174,0.71724398598387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.3162189977807,43.926943656981514]}"
2_145_0,341.0,420.0,481.0,472.5,810.0,-0.99942446,0.0135654975,0.028527066,0.009556505097505571,0,0.08511228,0.47706621375295966,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.26287279274955,44.322561708107756]}"
2_146_0,136.0,599.0,903.0,608.0,433.0,-0.9988938,0.10807365,0.018563338,0.10622412500929028,0,0.085944,0.13475808925882982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.87830401961799,44.253840588872606]}"
2_148_0,2333.5,439.0,734.0,628.5,3285.5,-0.9978323,-0.3437241,0.30945045,0.16235788754415548,0,0.09037982,0.6929080060609395,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.67564409152062,44.20802650938251]}"
2_150_0,57.0,244.0,320.0,203.0,127.0,-0.9994713,0.15984255,0.06772148,0.10729726044726773,0,0.08871639,0.7373152423648547,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.80634896536002,44.183771996711286]}"
2_151_0,85.0,218.0,344.0,238.0,544.0,-0.9994899,0.10562524,0.066259235,0.010638138010049229,0,0.12143055,0.7447982851622394,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.1344182814023,43.47554022671146]}"
2_152_0,63.0,238.0,364.0,244.0,169.0,-0.99946487,0.031352572,0.056293454,0.008691448197705686,0,0.084835045,0.6560520807996704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.74518741735703,45.47923246794005]}"
2_153_0,80.0,322.5,422.5,335.5,185.5,-0.99945337,0.050671563,0.02260462,0.00949641652573207,0,0.084835045,0.21432702442112161,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.7066496916683,45.42910647508618]}"
2_155_0,86.0,343.0,622.0,352.0,162.0,-0.99948776,0.110353865,0.077124186,0.011271830296672248,0,0.11283615,0.5986225360323133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.71490961800035,45.84951802805411]}"
2_156_0,80.5,174.5,265.0,125.33333333333333,85.66666666666667,-0.9995923,0.15712057,0.07053346,0.022888725253177516,0,0.11782645,0.47312358041110303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.38019734313741,45.93575629532959]}"
2_158_0,1974.5,566.5,833.0,930.0,2101.0,-0.99935704,0.057703216,0.007877598,0.01688285569261937,0,0.05794289,0.26428700553282347,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.98153416860887,33.471901222756465]}"
2_160_0,104.0,616.5,908.5,684.5,280.5,-0.9992747,0.049571104,0.04380225,0.011799286277726057,0,0.04934849,0.1682895555262196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.16236503530213,33.02427071667971]}"
2_163_0,92.0,351.0,573.0,502.0,308.0,-0.99947566,0.0642541,0.04787019,0.012652761190888364,0,0.037149984,0.0968469616879527,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.72703687433597,32.92671367682433]}"
2_164_0,49.0,362.0,484.0,279.0,128.0,-0.99947816,0.11474689,0.06809099,0.006151231818847482,0,0.06653729,0.04387050265764714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.99764895234081,39.51855123169337]}"
2_165_0,45.0,464.0,811.0,779.0,262.0,-0.99951893,0.13075238,0.071892336,0.009160414700481914,0,0.031605214,0.42320683108765866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.23535689936439,37.45503119254242]}"
2_166_0,806.5,191.0,392.0,300.5,571.0,-0.99962896,-0.043265905,0.1597048,0.012787843637385426,0,0.01940671,0.37924188690389615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.09870942180426,31.63071421642509]}"
2_167_0,88.0,208.0,348.0,242.0,150.0,-0.99958605,0.13089694,0.07362513,0.015387608933221976,0,0.03687275,0.42897361346250706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.21391918404689,33.04987270227711]}"
2_168_0,51.3,300.75,499.5,271.83333333333337,77.5,-0.9995625,0.12940383,0.0795113,0.01565110271457288,0,0.033268645,0.27060179809214724,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.2819794626102,36.964012058242695]}"
2_169_0,1277.0,303.0,513.0,484.0,1758.0,-0.9995398,0.14829445,0.045643426,0.01773796843911689,0,0.03853618,0.5237554622501934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.12765347108031,37.75039725796092]}"
2_170_0,40.0,410.0,610.0,793.0,253.0,-0.99937636,0.025449127,0.025950927,0.011764103925533967,0,0.037704464,0.24060720527224166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.0066504023094,38.189673431895365]}"
2_172_0,1984.75,296.0333333333333,441.25,488.0,1568.0,-0.9994994,0.013382334,0.034392428,0.010492990994661255,0,0.05794289,0.42233281875233974,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.55536882354072,36.6656815523866]}"
2_174_0,51.55555555555556,404.42857142857144,589.5,477.0,195.875,-0.99943185,0.030047834,0.020842822,0.01611445766806124,0,0.034932077,0.23271310357363395,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37352693862567,38.28426603131315]}"
2_175_0,86.5,570.3333333333334,837.3333333333334,890.6666666666666,826.6666666666666,-0.99926054,0.0046168724,-0.015177388,0.011722108712681395,0,0.04075409,0.7716303136317089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.23383433766324,38.78983787321562]}"
2_176_0,2499.0,950.0,1293.0,1292.5,2930.5,-0.9990357,0.22234784,-0.124966405,0.02503323348023062,0,0.06958692,0.7579370551567821,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.60973811553059,40.33511982495802]}"
2_177_0,83.5,378.5,588.5,448.5,335.0,-0.9994246,0.05396487,0.033561718,0.02016655245506458,0,0.088439144,0.49025170550341457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.37600562716639,40.76523318299445]}"
2_178_0,86.0,289.5,372.5,212.0,134.5,-0.9996215,0.15611489,0.0683436,0.02053755870054385,0,0.090102576,0.5437425407361367,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.35013414698375,40.641804662956424]}"
2_181_0,423.0,588.5,734.0,663.0,488.5,-0.9996211,0.13802679,0.069846556,0.016177438165239116,0,0.07901303,0.5375080849478241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.88049949072791,40.12194960803646]}"
2_182_0,1235.0,318.5,504.5,261.5,1304.5,-0.9995851,0.145567,0.07025497,0.017012053783491222,0,0.071527585,0.21911843165914757,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.05010599065153,39.85164653904489]}"
2_183_0,52.0,518.5,631.0,464.0,392.5,-0.9996244,0.15414028,0.069909856,0.01779502697593045,0,0.07180482,0.2533149485601538,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.23003396777882,39.62392361452059]}"
2_185_0,52.0,470.0,771.5,698.0,224.0,-0.9993592,0.026420373,0.040443987,0.016673608890979824,0,0.041031327,0.17533223633394535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.1900680861992,38.68769942541123]}"
2_186_0,47.0,498.5,740.5,653.0,188.5,-0.99936837,0.050877094,0.03608932,0.015018462470979101,0,0.04019961,0.6141313244146921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.56143162465422,38.4491967174775]}"
2_187_0,73.0,497.5,800.0,711.0,266.5,-0.99930894,0.0077912016,0.016088307,0.03499747430233924,0,0.037981704,0.4907091941650631,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.12790924281998,38.013962962321585]}"
2_189_0,2195.0,527.0,700.0,770.0,2313.0,-0.9993652,0.04592067,-5.697447E-4,0.01154448451584831,0,0.05600222,0.5635429745133126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35547080141487,42.19112903347737]}"
2_191_0,1593.5,388.5,562.0,532.0,1513.0,-0.99951476,0.0032383166,0.10320967,0.010419720658003303,0,0.01275298,0.3837481711041455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.16422405170768,33.43120754038585]}"
2_192_0,775.0,445.0,680.5,568.0,549.0,-0.99937534,0.09556097,-0.0021032114,0.013544923641344693,0,0.011366786,0.12308094015274373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.17931574848087,33.09460880342626]}"
2_193_0,166.0,324.0,423.0,373.0,289.0,-0.9995604,0.10051393,0.05115171,0.012299007444058766,0,0.009148877,0.7060673716883166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.44907982830198,31.63987703232311]}"
2_194_0,2638.0,815.0,980.0,1343.0,2543.0,-0.9992948,-0.031111673,0.009694418,0.01599505717220996,0,0.09731078,0.3234760110599689,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.06030727046245,45.24153824376202]}"
2_195_0,114.0,514.0,816.0,810.0,278.0,-0.99934214,0.05016065,0.05619725,0.024774024476732687,0,0.033268645,0.37810903796840345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.65486556276635,37.82019635553701]}"
2_196_0,85.0,501.0,825.5,673.5,225.0,-0.99941546,0.03804605,0.02814994,0.009218588482860807,0,0.017743276,0.6192030304704106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.54600347317663,34.67196061081173]}"
2_197_0,1798.0,277.0,484.0,328.0,2652.0,-0.9994699,0.041194636,-0.005219962,0.01317247573272899,0,0.020238426,0.775834302518449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5368406572786,34.749305556774424]}"
2_199_0,672.0,363.0,675.0,355.0,1619.0,-0.9995095,0.17097346,0.031053718,0.01626922282636369,0,0.07319102,0.05220937943286452,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.93200040219908,43.05971008169253]}"
2_200_0,85.2,446.0,781.0,569.6666666666666,209.5,-0.9993628,0.07364198,0.06252402,0.01693259079998285,0,0.062933184,0.7786953895706125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.8355625092213,32.502259705077854]}"
2_201_0,35.0,264.5,406.0,237.0,74.0,-0.9995922,0.14737517,0.07530211,0.020279983781210507,0,0.0895481,0.015325738160013702,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.99834930744069,41.03176332779271]}"
2_203_0,1285.0,330.5,367.0,416.0,1233.0,-0.99955857,0.03634243,0.0630612,0.00400950284780217,0,0.004435819,0.618614480138297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.42253378460194,31.232940208616967]}"
2_204_0,2387.5,435.0,574.0,651.0,1754.5,-0.9994306,-0.03492647,0.035772998,0.0066215482909397555,0,0.0041585807,0.16568654883244027,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.41013703368108,31.32456836759716]}"
2_205_0,146.5,358.5,467.0,512.5,210.0,-0.9994937,0.062875874,0.023594376,0.004629808689153804,0,0.004435819,0.40979296309425217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.54461483171377,31.38358768176381]}"
