system:index,B11,B2,B3,B4,B8,NDMI,NDVI,NDWI,Texture,class,elevation_normalized,random,.geo
1_2_124_0,1327.0,190.0,315.0,246.0,2162.0,-0.99954206,0.03111112,0.092899606,0.02649859965353849,2,0.08317161,0.384047802014145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.94081304054716,44.049294198678595]}"
1_2_125_0,3160.5,614.5,841.0,1110.5,2523.5,-0.9991083,-0.0416701,-0.023660261,0.011843048968811113,2,0.14056002,0.2856707873601073,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.04180654989143,43.78357253763604]}"
1_2_126_0,2664.0,1082.5,1264.5,1256.5,2666.5,-0.9986217,0.25866634,-0.22165188,0.013651450884147365,2,0.12669809,0.32224267310826726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.08538398973494,43.427031201369005]}"
1_2_127_0,3304.0,661.0,972.0,1069.0,2990.0,-0.99925315,0.030846074,-0.0015631173,0.018052413639063274,2,0.04934849,0.7599423726186229,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.76826954587705,32.64643930817903]}"
1_2_128_0,1071.0,209.5,384.0,230.0,2443.5,-0.9995991,0.12556116,0.0866625,0.013842131398566309,2,0.043526478,0.507909203537938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.08537026688938,32.640779921889084]}"
1_2_130_0,1697.0,270.0,442.0,334.5,1969.0,-0.99955356,0.06814475,0.04933257,0.007972622051634203,2,0.022456335,0.3919407440508391,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.25155402016965,32.90218966956786]}"
1_2_131_0,932.5,209.0,340.0,226.0,2248.5,-0.9996097,0.1568421,0.06135696,0.011171827404109184,2,0.022179097,0.5287997285994198,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.84964318777271,33.04044039179386]}"
1_2_132_0,969.0,203.0,359.0,241.0,2153.0,-0.99960834,0.11639318,0.07756897,0.00635647701208467,2,0.017743276,0.2628779151263957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.32170329529568,33.38781891216288]}"
1_2_133_0,2052.0,235.0,473.0,414.0,2809.0,-0.999426,-0.0038661591,-0.0026788053,0.012380246107929604,2,0.10146937,0.6311748607476608,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.35679082864993,36.66433407946042]}"
1_2_134_0,1826.0,253.0,374.0,452.0,1594.0,-0.99956155,0.009279599,0.054302543,0.01580895185806098,2,0.15608539,0.615983561916347,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.09124425638235,36.72308389904184]}"
1_2_135_0,1064.0,205.5,364.5,268.0,1894.5,-0.9996343,0.20860928,0.020922726,0.007034493679763816,2,0.4003327,0.054421849552107826,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.30108613247083,36.13935862742097]}"
1_2_136_0,2033.0,272.5,417.0,454.5,2347.5,-0.9995062,-0.03959249,0.009820435,0.010109219653797415,2,0.08566676,0.2877681867435329,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.00788974657976,37.53399310601653]}"
1_2_137_0,1660.0,318.5,422.5,341.5,1300.5,-0.99962544,0.11844446,0.07886891,0.009248070935311043,2,0.09897422,0.2923008124202421,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.15161104347519,37.60729563320068]}"
1_2_138_0,2062.5,265.0,478.0,604.0,2240.0,-0.99937004,-0.030438432,0.016268821,0.009191904235761045,2,0.109786525,0.09041228783898403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.06356699706777,38.404999605498816]}"
1_2_141_0,1919.0,309.5,493.0,483.5,2915.0,-0.999358,-0.005240062,-0.025024919,0.005220782402933377,2,0.094815634,0.742577974310189,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.87667332926101,44.77827705174158]}"
1_2_142_0,2049.0,232.0,482.0,201.0,3498.0,-0.9995352,0.10687692,0.04769207,0.01161750149068575,2,0.12836152,0.293928989142325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55462729990417,45.35742091541344]}"
1_2_143_0,1714.5,262.5,439.5,260.0,3113.0,-0.9995008,0.0050381925,0.04975026,0.01541322544601223,2,0.085944,0.23862837774780465,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.28028181213406,43.093935894017484]}"
1_2_144_0,1759.0,236.0,444.5,243.0,1960.0,-0.99953336,0.026839029,0.06805253,0.011576636255823725,2,0.097033545,0.24031497096062793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58858361764388,43.51677289825254]}"
1_2_145_0,2262.0,340.5,631.5,491.5,2775.5,-0.9993371,-0.04059339,0.050722126,0.02110165602725552,2,0.07762684,0.42838644256770875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.74210112541806,42.490268023089165]}"
1_2_146_0,2870.5,453.5,669.5,883.5,2892.5,-0.9991708,-0.023857856,-0.033439215,0.013860003085064488,2,0.071527585,0.06933465745790479,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27408343667364,41.086470728595586]}"
1_2_147_0,2667.0,413.5,652.0,624.0,3101.0,-0.99936485,0.033337124,0.018857472,0.020321988778797907,2,0.05322983,0.5515673347213473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.70662224597719,40.34940303797552]}"
1_2_148_0,2653.0,554.5,925.0,914.5,3061.0,-0.999297,0.0036403,0.022497423,0.018673573256975617,2,0.069309674,0.5011910789575006,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.29445689649575,38.61143245778948]}"
1_2_150_0,1699.0,258.0,368.0,309.0,1886.0,-0.99950457,-0.0084645115,0.0056479364,0.008864078133513134,2,0.2877738,0.6172898014461592,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.22635544939578,34.59596313777522]}"
1_2_153_0,1309.0,205.0,304.0,254.0,1781.0,-0.99954766,0.0524474,0.037852634,0.011672250531115183,2,0.023010813,0.6880869887879398,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.750333606059,32.214708982631194]}"
1_2_154_0,3223.0,619.0,909.0,1090.0,2987.0,-0.99929225,-0.03601645,0.004704052,0.013888725484777502,2,0.09259772,0.7961177692786852,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.05761232461009,38.16164599503084]}"
1_2_155_0,3561.0,708.0,932.0,1230.0,2710.0,-0.9992307,-0.04715237,-0.020191517,0.036405850490700706,2,0.16856113,0.012868868446138881,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.54352478463589,39.22641910129771]}"
1_2_156_0,3493.5,644.0,866.0,1221.0,2389.0,-0.9992021,-0.02853228,-0.03590118,0.015281780746569783,2,0.13335182,0.3426604226668658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.70360456826599,37.032194188307365]}"
1_2_158_0,2061.0,283.5,479.0,551.5,2080.0,-0.9995432,0.010058195,0.03171106,0.009267878902014609,2,0.15414472,0.46606027841666897,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.67456611317968,35.8644741504804]}"
1_2_159_0,2149.0,315.0,455.0,576.0,1917.0,-0.9994503,-0.043842368,0.032966863,0.01277300064155395,2,0.0809537,0.13028218419580062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.29934896756666,36.920084440849244]}"
1_2_161_0,1872.5,270.5,453.5,310.0,2548.0,-0.99960476,0.1726889,0.06913801,0.013215403042218618,2,0.06709176,0.2667677741070915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.05265329342002,38.33142758372943]}"
1_2_162_0,2692.5,421.0,732.0,761.5,3751.0,-0.99942166,-0.007874311,0.078061335,0.02347916681563527,2,0.10479623,0.4783597604567189,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.5760512923761,40.00229401219174]}"
1_2_163_0,2574.0,414.0,766.0,508.0,3234.0,-0.999419,0.08224271,0.008838087,0.017507338054653508,2,0.08289437,0.6761333955466922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.01596086129129,39.7457351670472]}"
1_2_164_0,2094.0,324.5,557.0,434.5,2198.0,-0.99948096,-0.05480229,0.09326736,0.018206447546816457,2,0.10424175,0.15946318171769103,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.94768432541636,40.262086792359106]}"
1_2_166_0,3363.0,870.0,1239.0,1540.0,2966.0,-0.9986801,-0.085911974,-0.027561935,0.024963084649559913,2,0.08317161,0.027141421798267285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.48690347604526,42.0245813798016]}"
1_2_168_0,1548.0,245.0,388.0,306.0,2495.0,-0.9996069,0.16944091,0.08876578,0.01597794711137126,2,0.02994178,0.40087157645390736,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.53368740522048,32.04896981271114]}"
1_2_169_0,2642.0,450.5,750.0,571.0,3089.0,-0.9992911,-0.05305996,0.010457859,0.014858128659747161,2,0.090102576,0.046523714574526864,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.42124120305797,40.36530321850444]}"
1_2_170_0,2186.0,279.5,503.0,396.0,2959.5,-0.9994254,0.025781214,-0.005045346,0.01741830017688714,2,0.07901303,0.6095800209974297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.57252207118555,37.313277040708364]}"
1_2_171_0,2153.0,423.0,684.0,708.0,2030.0,-0.9994016,3.748428E-4,0.05483827,0.013672610385621068,2,0.03659551,0.3073596246372453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.22134318093212,38.57451169961217]}"
1_2_172_0,2260.0,329.0,587.5,577.0,2858.5,-0.9995527,-0.025244493,0.08595906,0.014701189860722656,2,0.18159135,0.7261040045308768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.38876627848275,35.24840952863123]}"
1_2_173_0,2146.0,396.0,531.0,651.0,2369.0,-0.999467,0.1272639,-0.030112572,0.011023964910156694,2,0.18325478,0.5907554574329048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.83953631377207,35.85611981833809]}"
1_2_174_0,1809.5,254.5,419.0,247.5,3529.0,-0.9996261,0.18551598,0.08291094,0.008301286009544225,2,0.08150818,0.763353627611184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.02746844549172,42.41858246341643]}"
1_2_175_0,1693.0,274.0,462.5,274.0,2936.3333333333335,-0.9996406,0.08547248,0.14923005,0.02035511163792687,2,0.08566676,5.983065763178752E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.0137242216447,42.3875905861143]}"
1_2_176_0,1355.0,234.0,378.0,294.0,1961.5,-0.9995905,0.03363303,0.097936645,0.011283466602180757,2,0.008871638,0.3913012264876512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.02108125841077,31.315675046284376]}"
2_1_0,64.0,269.0,419.0,257.0,124.0,-0.99957234,0.1212067,0.07527215,0.010597598166932563,0,0.06653729,0.5663827758957807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.43673631465472,43.119268385029656]}"
2_2_0,89.0,252.0,416.0,296.0,133.0,-0.9995782,0.12029736,0.07768495,0.012687480116461317,0,0.06431938,0.36686159085215153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.63670129689973,43.09285791567654]}"
2_3_0,965.0,493.0,762.0,514.0,2103.0,-0.9994483,0.052708242,0.04893446,0.012010336068203509,0,0.052675355,0.4874332665465464,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.04067368016828,43.35157271750296]}"
2_5_0,1955.0,351.0,638.0,430.5,3094.0,-0.9995323,0.10189737,0.085690945,0.015241259616692154,0,0.052675355,0.02719384567817207,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.85418342718506,43.64559130999528]}"
2_6_0,287.0,207.0,230.0,198.0,757.0,-0.99963546,0.12800193,0.06573491,0.01039655339000368,0,0.052120876,0.5685555468664727,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.68925274102072,43.59142289836287]}"
2_8_0,1789.0,388.0,546.0,462.0,2778.0,-0.99953026,0.11858182,0.07226282,0.010751578416430662,0,0.052398115,0.5502239248984633,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.52459154944161,43.71754636425325]}"
2_9_0,1593.0,362.0,526.0,463.0,2432.0,-0.99952155,0.11431016,0.03790836,0.015731253385576616,0,0.052120876,0.43765610342184824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.56609371556793,43.68035611149071]}"
2_10_0,1368.0,434.5,642.5,596.5,2128.0,-0.99950105,0.1121264,0.06732737,0.00896026644047612,0,0.05295259,0.19840240456565972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.43215490670572,43.78357253763604]}"
2_11_0,1784.0,472.0,639.0,693.0,2385.0,-0.9994985,0.107708395,0.06533547,0.010782429268988026,0,0.0515664,0.5141916666201983,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.93206736231824,43.78734546182934]}"
2_12_0,1891.5,770.0,977.0,982.5,2670.0,-0.99933636,0.054311763,0.0207107,0.02541277840083057,0,0.054338787,0.4560621076464344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.37663902214713,43.91185196020831]}"
2_13_0,58.0,410.0,712.0,299.0,133.0,-0.9994772,0.16068225,0.098085396,0.047140421242984,0,0.054893263,0.04202785695350009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.22716393315149,43.58118210412391]}"
2_15_0,56.0,168.0,222.0,138.0,299.0,-0.99966997,0.11007879,0.12468625,0.010772329654996136,0,0.052120876,0.44722118004985567,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.91805364388597,43.53051712209957]}"
2_16_0,44.0,163.0,207.0,107.0,108.0,-0.99964494,0.19817765,0.089177504,0.01950291098500166,0,0.070973106,0.31195591618774177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.93270075729896,43.26425647188655]}"
2_17_0,281.5,298.5,533.0,308.5,253.0,-0.99952096,0.04680764,0.13182914,0.019451785125186704,0,0.070973106,0.3369947961299993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.9367431760775,43.25590213974423]}"
2_19_0,1760.0,425.5,645.5,659.0,2244.0,-0.99953544,-0.055171352,0.13997295,0.01750165267328097,0,0.06210147,0.30606671511038397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.68449624429674,43.14352289770088]}"
2_20_0,104.0,197.0,290.0,278.0,424.0,-0.9996155,0.09370873,0.083333366,0.022136400915200916,0,0.065705575,0.6955182635649266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.27971537727248,43.08962398065371]}"
2_21_0,80.0,189.0,197.5,121.5,72.5,-0.9996481,0.1630518,0.08086306,0.015334721139121335,0,0.076240644,0.07297248570194093,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.74180418514172,42.819320911662146]}"
2_22_0,74.0,194.0,177.0,93.0,54.0,-0.99964976,0.1894388,0.07635516,0.02908414815440803,0,0.07679512,0.3458608597822167,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.7213225966638,42.85597217525422]}"
2_23_0,115.5,603.5,638.5,209.5,133.0,-0.99955714,0.2220084,0.13324922,0.0355155362766814,0,0.052120876,0.21596312015475116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.52476663821659,43.27314979319933]}"
2_25_0,2411.0,764.0,1014.0,1043.0,2740.0,-0.99925596,0.019529384,0.015214769,0.023684500460351712,0,0.05572498,0.5216579109019753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.55279407508111,43.4593705515973]}"
2_26_0,152.5,784.0,1018.0,622.0,227.0,-0.9993976,0.11947014,0.10385734,0.021895836330123545,0,0.052120876,0.09570892403842524,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.56438234224626,43.49036242889943]}"
2_27_0,137.0,697.0,984.0,713.0,297.0,-0.99936026,0.09604852,0.07139736,0.020976505907183234,0,0.052120876,0.30092443510373235,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.6045370354464,43.672810263104104]}"
2_28_0,110.5,681.5,872.5,418.0,167.0,-0.999426,0.17794254,0.09063814,0.01479903643036941,0,0.052120876,0.7863333196944464,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.59860815457121,43.61001802474415]}"
2_29_0,2433.0,454.0,805.0,664.0,3534.0,-0.9993131,0.057593953,0.019098286,0.012779647805330405,0,0.05322983,0.5213022196678273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.72823505006966,43.97167975813067]}"
2_30_0,101.0,595.0,800.0,393.5,124.0,-0.99937165,0.14135046,0.04007354,0.015993873251581723,0,0.052120876,0.47372961762770494,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.7872543642363,44.013990408012695]}"
2_31_0,2014.0,466.0,694.0,647.0,2686.0,-0.99942786,-0.01447793,0.06914109,0.022842460825425882,0,0.054616023,0.3011686384323836,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.89451320916018,44.053067122871894]}"
2_32_0,128.0,596.0,862.0,480.0,187.0,-0.9994356,0.07479458,0.12709562,0.025201120017892466,0,0.052120876,0.3481420362654887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.0877408267743,44.001863151677085]}"
2_33_0,1961.0,628.0,806.0,749.0,2463.0,-0.9991327,0.23155925,-0.14801049,0.021927070884430657,0,0.055447742,0.624480631847776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.20470147676666,43.981112068613925]}"
2_35_0,57.0,244.0,327.0,234.0,216.0,-0.99962467,0.15064263,0.064973764,0.013794905836982651,0,0.052120876,0.16021714597867298,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.33055544807179,43.88840593129279]}"
2_36_0,2335.5,453.5,717.5,646.0,3586.0,-0.9994493,0.14819746,0.038989443,0.01962081172107425,0,0.053784307,0.545320272841068,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.37852548424378,43.85148517311548]}"
2_37_0,1639.0,328.0,503.0,351.0,2770.0,-0.99953437,0.11178069,0.06528124,0.016749614831120755,0,0.052120876,0.04530169960862995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61082981671709,43.63885394536438]}"
2_38_0,2953.0,1102.0,1314.0,1390.0,3147.0,-0.99928814,0.08675449,-0.012074295,0.020344771894954008,0,0.052398115,0.23902475292180458,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.94769804826191,43.73156008268552]}"
2_39_0,470.0,297.5,367.5,285.5,1119.0,-0.9995102,0.13459495,0.07027659,0.011761369775889433,0,0.052398115,0.3070650735657111,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.91428071969267,43.90134167138411]}"
2_40_0,80.0,432.0,601.0,533.5,271.5,-0.9994753,0.08110769,0.0563901,0.005506225094951193,0,0.052120876,0.7618042800880043,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.77737747039285,43.984884992807224]}"
2_41_0,181.0,595.0,539.5,238.0,205.5,-0.99952495,0.21587668,0.087315336,0.02036358876793445,0,0.052120876,0.6933526377094386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.47706609662984,42.74763535198941]}"
2_42_0,75.0,484.5,549.5,163.5,100.0,-0.9995387,0.18420488,0.10750222,0.0353478729909786,0,0.052120876,0.4114824821364236,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.4797610424822,42.82767524380446]}"
2_43_0,2334.0,1363.5,1539.5,1725.0,2350.0,-0.9991452,0.056299876,-0.02454017,0.022059773392135534,0,0.052120876,0.29699566047053994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.64469172864655,42.63202217492322]}"
2_45_0,161.5,488.0,535.5,263.5,195.5,-0.99957365,0.18997109,0.07225465,0.00483493308841582,0,0.0515664,0.6724682518459002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.57273667438857,42.53123120004501]}"
2_46_0,1683.5,351.5,530.0,317.0,3151.5,-0.99953496,0.086656936,0.08899333,0.005095999099785327,0,0.05101192,0.2435425907823019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.45927945400427,42.4972748823053]}"
2_47_0,414.0,618.0,739.0,520.0,417.0,-0.9994649,0.11717318,0.098980226,0.019216391566316035,0,0.051843636,0.13866210449797767,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.57408414731475,42.6153135106386]}"
2_48_0,2027.5,352.5,605.0,628.5,2068.0,-0.99948263,0.058544204,0.052215196,0.010303843684726336,0,0.082062654,0.05719766448246577,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.29965797657994,42.2056817410801]}"
2_49_0,1333.0,350.0,483.0,361.0,1865.0,-0.9995893,0.055797152,0.098121695,0.01168535667986949,0,0.08344885,0.6681066606565189,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.2422556299247,42.193015495574016]}"
2_50_0,50.5,185.5,171.5,89.0,41.0,-0.99963415,0.19176802,0.065982394,0.019857508140432526,0,0.083726086,0.4704380441169512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.35059245318952,42.18924257138071]}"
2_51_0,64.5,229.0,258.5,199.5,102.5,-0.9995838,0.13741656,0.06543612,0.02658273670384241,0,0.061269753,0.7581385688598259,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.60328396833049,42.22589383497279]}"
2_52_0,65.0,273.5,354.5,228.5,105.5,-0.9995772,0.14949654,0.081258185,0.02182244881934575,0,0.061269753,0.7113213179115077,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.58361086360827,42.21592253531906]}"
2_53_0,75.5,246.0,346.0,199.5,102.5,-0.99958473,0.1595381,0.0807347,0.02306555442814754,0,0.061269753,0.016381884117774748,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.5658242209827,42.20649022483581]}"
2_54_0,235.0,245.5,344.5,226.0,288.5,-0.9995701,0.13603567,0.08289301,0.03611862629167084,0,0.058220126,0.6711550989016205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.53887476245912,42.20999365444387]}"
2_55_0,86.0,323.5,443.0,310.0,155.5,-0.9995454,0.11242738,0.07837769,0.034282973485490156,0,0.058220126,0.4611779131325935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.4981810800885,42.21457506239288]}"
2_56_0,82.0,266.5,402.5,242.0,97.5,-0.99962866,0.16184422,0.07133125,0.027911631556721127,0,0.058220126,0.04045831441815306,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45910436522931,42.21430556780765]}"
2_57_0,1589.5,412.0,553.5,532.5,2040.0,-0.9994858,0.09179115,0.04280477,0.009184254629206998,0,0.051843636,0.5517682816009686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.11549876905359,42.19786639810826]}"
2_58_0,2571.0,1080.0,1346.5,1451.5,3049.0,-0.9991337,0.04964254,-0.013909169,0.017902143940371224,0,0.05295259,0.14205051200518104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.14891609762283,42.17954076631222]}"
2_59_0,101.0,421.0,496.0,318.0,187.0,-0.99956894,0.13220039,0.092465915,0.00936568002203096,0,0.05128916,0.27330564357202025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.13220743333821,42.12914527887312]}"
2_60_0,1945.0,329.5,612.0,294.5,3716.5,-0.9995054,0.12867898,0.081945725,0.02660295433637578,0,0.055170503,0.1991102804300875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.1675112240041,42.091685531525336]}"
2_61_0,104.0,601.5,634.0,302.0,117.0,-0.9995373,0.19460066,0.099999994,0.027137278022322388,0,0.05128916,0.14161206868550802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.17451808322024,42.134535170577834]}"
2_62_0,56.5,360.5,410.5,263.5,204.5,-0.99954927,0.15496911,0.069020174,0.027188480982818963,0,0.05128916,0.03908626329831655,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.13759732504292,42.223737878290905]}"
2_63_0,1805.0,494.0,712.0,618.0,3089.0,-0.99950343,0.061717976,0.072683856,0.010152385169246183,0,0.05295259,0.38584654667043194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.11388180154216,42.24206351008694]}"
2_66_0,59.5,188.0,184.5,101.5,69.0,-0.9996715,0.18301402,0.08156495,0.018974309934857166,0,0.07901303,0.23040659115428097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.74961952811356,42.432596181848695]}"
2_67_0,54.0,147.0,129.0,77.0,38.0,-0.99966824,0.17591934,0.06995417,0.014861112802132441,0,0.07485445,0.054419940690555,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.91805364388597,42.41750448507548]}"
2_68_0,116.0,779.5,934.0,498.5,128.0,-0.9994453,0.15410066,0.09381085,0.02195082806872105,0,0.052120876,0.5848798304162289,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.49000183672116,43.11765141751824]}"
2_70_0,110.0,545.0,527.0,160.0,129.0,-0.9995938,0.25309074,0.11016163,0.014146538698953047,0,0.052120876,0.3694198398443803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.44553523015725,43.05432018998781]}"
2_71_0,197.0,404.0,331.0,182.0,160.5,-0.99962586,0.15294503,0.11407397,0.03940836344862769,0,0.052120876,0.5477317390867368,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.41831627704842,43.00473318630441]}"
2_72_0,1911.0,397.5,604.0,536.5,2779.0,-0.9995484,-0.0050436426,0.11251818,0.019066588889781168,0,0.05600222,0.7592089792964266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.30081663788559,43.026023258538046]}"
2_73_0,1800.0,332.0,677.0,427.0,3357.0,-0.99957097,-0.062346738,0.16368681,0.016225585660945358,0,0.055170503,0.7440354535959265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.35336808200658,43.01847741015144]}"
2_75_0,59.0,369.0,611.0,317.0,75.0,-0.99949807,0.14648956,0.08309103,0.017552925408738165,0,0.08178542,0.723448206337128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.33837079104364,42.62366784278091]}"
2_76_0,44.0,282.0,297.0,113.0,74.0,-0.99960417,0.19044453,0.08734099,0.017366049458863442,0,0.08150818,0.4873528251461189,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.43404136880237,42.60695917849629]}"
2_78_0,57.5,218.5,221.5,99.5,70.5,-0.9996416,0.18711254,0.086520106,0.01956975453580943,0,0.08150818,0.0879100294987909,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.38175941926661,42.602108275962046]}"
2_80_0,84.0,356.0,497.0,229.0,59.0,-0.99948597,0.17734449,0.07537718,0.01773362211154915,0,0.084835045,0.22139072270908677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.32579895134782,42.12267740882746]}"
2_81_0,70.5,195.5,211.0,113.0,85.5,-0.9996263,0.1950322,0.07214286,0.015853637275728815,0,0.0845578,0.027883294060164987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.15359191138211,42.07578535099642]}"
2_82_0,294.0,200.0,254.0,201.0,223.0,-0.999593,0.039888997,0.104807444,0.030351467087707848,0,0.052675355,0.18653286929411272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.24109696861905,43.185025063827204]}"
2_83_0,73.0,388.0,471.0,178.0,89.5,-0.9995413,0.23749064,0.105049975,0.030289641039386746,0,0.052120876,0.5026024960427381,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.28313812391585,43.13489907097333]}"
2_86_0,51.0,446.0,587.0,191.5,99.0,-0.9994292,0.11555701,0.06064688,0.02546912468868383,0,0.052120876,0.26745842772607753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.43890599418216,43.39657831323735]}"
